name,epochs,temperature,alpha,gamma,objective
heur045_n_300_m_6293,100,100.0,0.92,0.9,9414
heur045_n_300_m_6293,100,100.0,0.95,0.7,9663
heur045_n_300_m_6293,100,100.0,0.95,0.9,9660
heur045_n_300_m_6293,100,1000.0,0.92,0.7,9569
heur045_n_300_m_6293,100,1000.0,0.92,0.9,9663
heur045_n_300_m_6293,100,1000.0,0.95,0.7,9385
heur045_n_300_m_6293,100,1000.0,0.95,0.9,9663
heur045_n_300_m_6293,100,10000.0,0.92,0.7,9663
heur045_n_300_m_6293,100,10000.0,0.92,0.9,9663
heur045_n_300_m_6293,100,10000.0,0.95,0.7,9663
heur045_n_300_m_6293,100,10000.0,0.95,0.9,9663
heur046_n_300_m_13150,100,100.0,0.92,0.7,20501
heur046_n_300_m_13150,100,100.0,0.92,0.9,20500
heur046_n_300_m_13150,100,100.0,0.95,0.7,20501
heur046_n_300_m_13150,100,100.0,0.95,0.9,20501
heur046_n_300_m_13150,100,1000.0,0.92,0.7,20501
heur046_n_300_m_13150,100,1000.0,0.92,0.9,20501
heur046_n_300_m_13150,100,1000.0,0.95,0.7,20501
heur046_n_300_m_13150,100,1000.0,0.95,0.9,20501
heur046_n_300_m_13150,100,10000.0,0.92,0.7,20501
heur046_n_300_m_13150,100,10000.0,0.92,0.9,20501
heur046_n_300_m_13150,100,10000.0,0.95,0.7,20501
heur046_n_300_m_13150,100,10000.0,0.95,0.9,20501
heur047_n_300_m_20096,100,100.0,0.92,0.7,25250
heur047_n_300_m_20096,100,100.0,0.92,0.9,25571
heur047_n_300_m_20096,100,100.0,0.95,0.7,26070
heur047_n_300_m_20096,100,100.0,0.95,0.9,25183
heur047_n_300_m_20096,100,1000.0,0.92,0.7,25207
heur047_n_300_m_20096,100,1000.0,0.92,0.9,25994
heur047_n_300_m_20096,100,1000.0,0.95,0.7,25584
heur047_n_300_m_20096,100,1000.0,0.95,0.9,25978
heur047_n_300_m_20096,100,10000.0,0.92,0.7,25271
heur047_n_300_m_20096,100,10000.0,0.92,0.9,25647
heur047_n_300_m_20096,100,10000.0,0.95,0.7,26070
heur047_n_300_m_20096,100,10000.0,0.95,0.9,26005
heur048_n_300_m_14666,100,100.0,0.92,0.7,32089
heur048_n_300_m_14666,100,100.0,0.92,0.9,32089
heur048_n_300_m_14666,100,100.0,0.95,0.7,32089
heur048_n_300_m_14666,100,100.0,0.95,0.9,32089
heur048_n_300_m_14666,100,1000.0,0.92,0.7,32081
heur048_n_300_m_14666,100,1000.0,0.92,0.9,32089
heur048_n_300_m_14666,100,1000.0,0.95,0.7,32089
heur048_n_300_m_14666,100,1000.0,0.95,0.9,32089
heur048_n_300_m_14666,100,10000.0,0.92,0.7,32089
heur048_n_300_m_14666,100,10000.0,0.92,0.9,32089
heur048_n_300_m_14666,100,10000.0,0.95,0.7,32057
heur048_n_300_m_14666,100,10000.0,0.95,0.9,32089
heur052_n_300_m_26628,100,100.0,0.92,0.7,43967
heur052_n_300_m_26628,100,100.0,0.92,0.9,41928
heur052_n_300_m_26628,100,100.0,0.95,0.7,41862
heur052_n_300_m_26628,100,100.0,0.95,0.9,42189
heur052_n_300_m_26628,100,1000.0,0.92,0.7,42991
heur052_n_300_m_26628,100,1000.0,0.92,0.9,41494
heur052_n_300_m_26628,100,1000.0,0.95,0.7,38606
heur052_n_300_m_26628,100,1000.0,0.95,0.9,38780
heur052_n_300_m_26628,100,10000.0,0.92,0.7,38549
heur052_n_300_m_26628,100,10000.0,0.92,0.9,38541
heur052_n_300_m_26628,100,10000.0,0.95,0.7,38566
heur052_n_300_m_26628,100,10000.0,0.95,0.9,38577
heur053_n_300_m_39861,100,100.0,0.92,0.7,12162
heur053_n_300_m_39861,100,100.0,0.92,0.9,12162
heur053_n_300_m_39861,100,100.0,0.95,0.7,14477
heur053_n_300_m_39861,100,100.0,0.95,0.9,14477
heur053_n_300_m_39861,100,1000.0,0.92,0.7,11296
heur053_n_300_m_39861,100,1000.0,0.92,0.9,11292
heur053_n_300_m_39861,100,1000.0,0.95,0.7,11282
heur053_n_300_m_39861,100,1000.0,0.95,0.9,11289
heur053_n_300_m_39861,100,10000.0,0.92,0.7,11272
heur053_n_300_m_39861,100,10000.0,0.92,0.9,11268
heur053_n_300_m_39861,100,10000.0,0.95,0.7,11272
heur053_n_300_m_39861,100,10000.0,0.95,0.9,11284
heur054_n_300_m_2746,100,100.0,0.92,0.7,1843
heur054_n_300_m_2746,100,100.0,0.92,0.9,1850
heur054_n_300_m_2746,100,100.0,0.95,0.7,1821
heur054_n_300_m_2746,100,100.0,0.95,0.9,1849
heur054_n_300_m_2746,100,1000.0,0.92,0.7,1850
heur054_n_300_m_2746,100,1000.0,0.92,0.9,1850
heur054_n_300_m_2746,100,1000.0,0.95,0.7,1849
heur054_n_300_m_2746,100,1000.0,0.95,0.9,1847
heur054_n_300_m_2746,100,10000.0,0.92,0.7,1850
heur054_n_300_m_2746,100,10000.0,0.92,0.9,1849
heur054_n_300_m_2746,100,10000.0,0.95,0.7,1850
heur054_n_300_m_2746,100,10000.0,0.95,0.9,1850
heur055_n_300_m_5164,100,100.0,0.92,0.7,5083
heur055_n_300_m_5164,100,100.0,0.92,0.9,5083
heur055_n_300_m_5164,100,100.0,0.95,0.7,4751
heur055_n_300_m_5164,100,100.0,0.95,0.9,4731
heur055_n_300_m_5164,100,1000.0,0.92,0.7,5083
heur055_n_300_m_5164,100,1000.0,0.92,0.9,5083
heur055_n_300_m_5164,100,1000.0,0.95,0.7,5083
heur055_n_300_m_5164,100,1000.0,0.95,0.9,4857
heur055_n_300_m_5164,100,10000.0,0.92,0.7,5083
heur055_n_300_m_5164,100,10000.0,0.92,0.9,5068
heur055_n_300_m_5164,100,10000.0,0.95,0.7,4675
heur055_n_300_m_5164,100,10000.0,0.95,0.9,5054
heur056_n_300_m_12131,100,100.0,0.92,0.7,13285
heur056_n_300_m_12131,100,100.0,0.92,0.9,12913
heur056_n_300_m_12131,100,100.0,0.95,0.7,13050
heur056_n_300_m_12131,100,100.0,0.95,0.9,12752
heur056_n_300_m_12131,100,1000.0,0.92,0.7,13285
heur056_n_300_m_12131,100,1000.0,0.92,0.9,13285
heur056_n_300_m_12131,100,1000.0,0.95,0.7,13285
heur056_n_300_m_12131,100,1000.0,0.95,0.9,13072
heur056_n_300_m_12131,100,10000.0,0.92,0.7,13266
heur056_n_300_m_12131,100,10000.0,0.92,0.9,13285
heur056_n_300_m_12131,100,10000.0,0.95,0.7,13285
heur056_n_300_m_12131,100,10000.0,0.95,0.9,13285
heur057_n_300_m_2109,100,100.0,0.92,0.7,3350
heur057_n_300_m_2109,100,100.0,0.92,0.9,3348
heur057_n_300_m_2109,100,100.0,0.95,0.7,3351
heur057_n_300_m_2109,100,100.0,0.95,0.9,3344
heur057_n_300_m_2109,100,1000.0,0.92,0.7,3350
heur057_n_300_m_2109,100,1000.0,0.92,0.9,3351
heur057_n_300_m_2109,100,1000.0,0.95,0.7,3351
heur057_n_300_m_2109,100,1000.0,0.95,0.9,3351
heur057_n_300_m_2109,100,10000.0,0.92,0.7,3351
heur057_n_300_m_2109,100,10000.0,0.92,0.9,3351
heur057_n_300_m_2109,100,10000.0,0.95,0.7,3349
heur057_n_300_m_2109,100,10000.0,0.95,0.9,3351
heur058_n_300_m_4010,100,100.0,0.92,0.7,6221
heur058_n_300_m_4010,100,100.0,0.92,0.9,6221
heur058_n_300_m_4010,100,100.0,0.95,0.7,6202
heur058_n_300_m_4010,100,100.0,0.95,0.9,6039
heur058_n_300_m_4010,100,1000.0,0.92,0.7,6221
heur058_n_300_m_4010,100,1000.0,0.92,0.9,6209
heur058_n_300_m_4010,100,1000.0,0.95,0.7,6186
heur058_n_300_m_4010,100,1000.0,0.95,0.9,6221
heur058_n_300_m_4010,100,10000.0,0.92,0.7,6221
heur058_n_300_m_4010,100,10000.0,0.92,0.9,6188
heur058_n_300_m_4010,100,10000.0,0.95,0.7,6221
heur058_n_300_m_4010,100,10000.0,0.95,0.9,6221
heur059_n_300_m_7867,100,100.0,0.92,0.7,12743
heur059_n_300_m_7867,100,100.0,0.92,0.9,12844
heur059_n_300_m_7867,100,100.0,0.95,0.7,12853
heur059_n_300_m_7867,100,100.0,0.95,0.9,12839
heur059_n_300_m_7867,100,1000.0,0.92,0.7,12853
heur059_n_300_m_7867,100,1000.0,0.92,0.9,12833
heur059_n_300_m_7867,100,1000.0,0.95,0.7,12803
heur059_n_300_m_7867,100,1000.0,0.95,0.9,12853
heur059_n_300_m_7867,100,10000.0,0.92,0.7,12853
heur059_n_300_m_7867,100,10000.0,0.92,0.9,12687
heur059_n_300_m_7867,100,10000.0,0.95,0.7,12849
heur059_n_300_m_7867,100,10000.0,0.95,0.9,12725
heur060_n_300_m_12405,100,100.0,0.92,0.7,19987
heur060_n_300_m_12405,100,100.0,0.92,0.9,19802
heur060_n_300_m_12405,100,100.0,0.95,0.7,20444
heur060_n_300_m_12405,100,100.0,0.95,0.9,20297
heur060_n_300_m_12405,100,1000.0,0.92,0.7,20199
heur060_n_300_m_12405,100,1000.0,0.92,0.9,20304
heur060_n_300_m_12405,100,1000.0,0.95,0.7,20320
heur060_n_300_m_12405,100,1000.0,0.95,0.9,20476
heur060_n_300_m_12405,100,10000.0,0.92,0.7,19911
heur060_n_300_m_12405,100,10000.0,0.92,0.9,20429
heur060_n_300_m_12405,100,10000.0,0.95,0.7,20558
heur060_n_300_m_12405,100,10000.0,0.95,0.9,20504
