name,epochs,temperature,alpha,gamma,objective
heur045_n_300_m_6293,100,1000.0,0.95,0.7,9163
heur045_n_300_m_6293,100,1000.0,0.95,0.9,9158
heur045_n_300_m_6293,100,10000.0,0.92,0.7,9163
heur045_n_300_m_6293,100,10000.0,0.92,0.9,9163
heur045_n_300_m_6293,100,10000.0,0.95,0.7,9163
heur045_n_300_m_6293,100,10000.0,0.95,0.9,9163
heur046_n_300_m_13150,100,100.0,0.92,0.7,20534
heur046_n_300_m_13150,100,100.0,0.92,0.9,20534
heur046_n_300_m_13150,100,100.0,0.95,0.7,20534
heur046_n_300_m_13150,100,100.0,0.95,0.9,20534
heur046_n_300_m_13150,100,1000.0,0.92,0.7,20534
heur046_n_300_m_13150,100,1000.0,0.92,0.9,20534
heur046_n_300_m_13150,100,1000.0,0.95,0.7,20534
heur046_n_300_m_13150,100,1000.0,0.95,0.9,20534
heur046_n_300_m_13150,100,10000.0,0.92,0.7,20533
heur046_n_300_m_13150,100,10000.0,0.92,0.9,20502
heur046_n_300_m_13150,100,10000.0,0.95,0.7,20534
heur046_n_300_m_13150,100,10000.0,0.95,0.9,20534
heur047_n_300_m_20096,100,100.0,0.92,0.7,25922
heur047_n_300_m_20096,100,100.0,0.92,0.9,25572
heur047_n_300_m_20096,100,100.0,0.95,0.7,25635
heur047_n_300_m_20096,100,100.0,0.95,0.9,25231
heur047_n_300_m_20096,100,1000.0,0.92,0.7,25324
heur047_n_300_m_20096,100,1000.0,0.92,0.9,25549
heur047_n_300_m_20096,100,1000.0,0.95,0.7,25880
heur047_n_300_m_20096,100,1000.0,0.95,0.9,25169
heur047_n_300_m_20096,100,10000.0,0.92,0.7,25979
heur047_n_300_m_20096,100,10000.0,0.92,0.9,25666
heur047_n_300_m_20096,100,10000.0,0.95,0.7,25979
heur047_n_300_m_20096,100,10000.0,0.95,0.9,25979
heur048_n_300_m_14666,100,100.0,0.92,0.7,32116
heur048_n_300_m_14666,100,100.0,0.92,0.9,32232
heur048_n_300_m_14666,100,100.0,0.95,0.7,31951
heur048_n_300_m_14666,100,100.0,0.95,0.9,32461
heur048_n_300_m_14666,100,1000.0,0.92,0.7,32540
heur048_n_300_m_14666,100,1000.0,0.92,0.9,32069
heur048_n_300_m_14666,100,1000.0,0.95,0.7,32004
heur048_n_300_m_14666,100,1000.0,0.95,0.9,32473
heur048_n_300_m_14666,100,10000.0,0.92,0.7,31801
heur048_n_300_m_14666,100,10000.0,0.92,0.9,32540
heur048_n_300_m_14666,100,10000.0,0.95,0.7,32540
heur048_n_300_m_14666,100,10000.0,0.95,0.9,32224
heur052_n_300_m_26628,100,100.0,0.92,0.7,38456
heur052_n_300_m_26628,100,100.0,0.92,0.9,38454
heur052_n_300_m_26628,100,100.0,0.95,0.7,38623
heur052_n_300_m_26628,100,100.0,0.95,0.9,38409
heur052_n_300_m_26628,100,1000.0,0.92,0.7,38727
heur052_n_300_m_26628,100,1000.0,0.92,0.9,39299
heur052_n_300_m_26628,100,1000.0,0.95,0.7,39335
heur052_n_300_m_26628,100,1000.0,0.95,0.9,38616
heur052_n_300_m_26628,100,10000.0,0.92,0.7,38581
heur052_n_300_m_26628,100,10000.0,0.92,0.9,38532
heur052_n_300_m_26628,100,10000.0,0.95,0.7,38541
heur052_n_300_m_26628,100,10000.0,0.95,0.9,38573
heur053_n_300_m_39861,100,100.0,0.92,0.7,11323
heur053_n_300_m_39861,100,100.0,0.92,0.9,11317
heur053_n_300_m_39861,100,100.0,0.95,0.7,11850
heur053_n_300_m_39861,100,100.0,0.95,0.9,11742
heur053_n_300_m_39861,100,1000.0,0.92,0.7,11307
heur053_n_300_m_39861,100,1000.0,0.92,0.9,11317
heur053_n_300_m_39861,100,1000.0,0.95,0.7,11310
heur053_n_300_m_39861,100,1000.0,0.95,0.9,11300
heur053_n_300_m_39861,100,10000.0,0.92,0.7,13512
heur053_n_300_m_39861,100,10000.0,0.92,0.9,11281
heur053_n_300_m_39861,100,10000.0,0.95,0.7,11275
heur053_n_300_m_39861,100,10000.0,0.95,0.9,11274
heur054_n_300_m_2746,100,100.0,0.92,0.7,1628
heur054_n_300_m_2746,100,100.0,0.92,0.9,1628
heur054_n_300_m_2746,100,100.0,0.95,0.7,1628
heur054_n_300_m_2746,100,100.0,0.95,0.9,1628
heur054_n_300_m_2746,100,1000.0,0.92,0.7,1628
heur054_n_300_m_2746,100,1000.0,0.92,0.9,1628
heur054_n_300_m_2746,100,1000.0,0.95,0.7,1624
heur054_n_300_m_2746,100,1000.0,0.95,0.9,1628
heur054_n_300_m_2746,100,10000.0,0.92,0.7,1628
heur054_n_300_m_2746,100,10000.0,0.92,0.9,1628
heur054_n_300_m_2746,100,10000.0,0.95,0.7,1628
heur054_n_300_m_2746,100,10000.0,0.95,0.9,1628
heur055_n_300_m_5164,100,100.0,0.92,0.7,5477
heur055_n_300_m_5164,100,100.0,0.92,0.9,5324
heur055_n_300_m_5164,100,100.0,0.95,0.7,5034
heur055_n_300_m_5164,100,100.0,0.95,0.9,5204
heur055_n_300_m_5164,100,1000.0,0.92,0.7,5507
heur055_n_300_m_5164,100,1000.0,0.92,0.9,4845
heur055_n_300_m_5164,100,1000.0,0.95,0.7,5012
heur055_n_300_m_5164,100,1000.0,0.95,0.9,5507
heur055_n_300_m_5164,100,10000.0,0.92,0.7,4924
heur055_n_300_m_5164,100,10000.0,0.92,0.9,5507
heur055_n_300_m_5164,100,10000.0,0.95,0.7,5269
heur055_n_300_m_5164,100,10000.0,0.95,0.9,5475
heur056_n_300_m_12131,100,100.0,0.92,0.7,13223
heur056_n_300_m_12131,100,100.0,0.92,0.9,12779
heur056_n_300_m_12131,100,100.0,0.95,0.7,12801
heur056_n_300_m_12131,100,100.0,0.95,0.9,13319
heur056_n_300_m_12131,100,1000.0,0.92,0.7,13319
heur056_n_300_m_12131,100,1000.0,0.92,0.9,13319
heur056_n_300_m_12131,100,1000.0,0.95,0.7,13319
heur056_n_300_m_12131,100,1000.0,0.95,0.9,13319
heur056_n_300_m_12131,100,10000.0,0.92,0.7,13319
heur056_n_300_m_12131,100,10000.0,0.92,0.9,13319
heur056_n_300_m_12131,100,10000.0,0.95,0.7,13319
heur056_n_300_m_12131,100,10000.0,0.95,0.9,13319
heur057_n_300_m_2109,100,100.0,0.92,0.7,3171
heur057_n_300_m_2109,100,100.0,0.92,0.9,3176
heur057_n_300_m_2109,100,100.0,0.95,0.7,3176
heur057_n_300_m_2109,100,100.0,0.95,0.9,3171
heur057_n_300_m_2109,100,1000.0,0.92,0.7,3176
heur057_n_300_m_2109,100,1000.0,0.92,0.9,3176
heur057_n_300_m_2109,100,1000.0,0.95,0.7,3176
heur057_n_300_m_2109,100,1000.0,0.95,0.9,3176
heur057_n_300_m_2109,100,10000.0,0.92,0.7,3171
heur057_n_300_m_2109,100,10000.0,0.92,0.9,3176
heur057_n_300_m_2109,100,10000.0,0.95,0.7,3176
heur057_n_300_m_2109,100,10000.0,0.95,0.9,3173
heur058_n_300_m_4010,100,100.0,0.92,0.7,6223
heur058_n_300_m_4010,100,100.0,0.92,0.9,6223
heur058_n_300_m_4010,100,100.0,0.95,0.7,6032
heur058_n_300_m_4010,100,100.0,0.95,0.9,6223
heur058_n_300_m_4010,100,1000.0,0.92,0.7,6203
heur058_n_300_m_4010,100,1000.0,0.92,0.9,6220
heur058_n_300_m_4010,100,1000.0,0.95,0.7,6223
heur058_n_300_m_4010,100,1000.0,0.95,0.9,6223
heur058_n_300_m_4010,100,10000.0,0.92,0.7,6223
heur058_n_300_m_4010,100,10000.0,0.92,0.9,6223
heur058_n_300_m_4010,100,10000.0,0.95,0.7,5998
heur058_n_300_m_4010,100,10000.0,0.95,0.9,6223
heur059_n_300_m_7867,100,100.0,0.92,0.7,12848
heur059_n_300_m_7867,100,100.0,0.92,0.9,12968
heur059_n_300_m_7867,100,100.0,0.95,0.7,12958
heur059_n_300_m_7867,100,100.0,0.95,0.9,13098
heur059_n_300_m_7867,100,1000.0,0.92,0.7,13137
heur059_n_300_m_7867,100,1000.0,0.92,0.9,13139
heur059_n_300_m_7867,100,1000.0,0.95,0.7,13139
heur059_n_300_m_7867,100,1000.0,0.95,0.9,13139
heur059_n_300_m_7867,100,10000.0,0.92,0.7,12901
heur059_n_300_m_7867,100,10000.0,0.92,0.9,13112
heur059_n_300_m_7867,100,10000.0,0.95,0.7,13139
heur059_n_300_m_7867,100,10000.0,0.95,0.9,12990
heur060_n_300_m_12405,100,100.0,0.92,0.7,20840
heur060_n_300_m_12405,100,100.0,0.92,0.9,20579
heur060_n_300_m_12405,100,100.0,0.95,0.7,20038
heur060_n_300_m_12405,100,100.0,0.95,0.9,20817
heur060_n_300_m_12405,100,1000.0,0.92,0.7,20194
heur060_n_300_m_12405,100,1000.0,0.92,0.9,19918
heur060_n_300_m_12405,100,1000.0,0.95,0.7,20487
heur060_n_300_m_12405,100,1000.0,0.95,0.9,20800
heur060_n_300_m_12405,100,10000.0,0.92,0.7,20637
heur060_n_300_m_12405,100,10000.0,0.92,0.9,20593
heur060_n_300_m_12405,100,10000.0,0.95,0.7,20173
heur060_n_300_m_12405,100,10000.0,0.95,0.9,20867
