name,epochs,temperature,alpha,gamma,objective
heur042_n_300_m_5764,100,10000.0,0.95,0.9,1472
heur043_n_300_m_12914,100,100.0,0.92,0.7,17733
heur043_n_300_m_12914,100,100.0,0.92,0.9,17733
heur043_n_300_m_12914,100,100.0,0.95,0.7,17671
heur043_n_300_m_12914,100,100.0,0.95,0.9,17733
heur043_n_300_m_12914,100,1000.0,0.92,0.7,17733
heur043_n_300_m_12914,100,1000.0,0.92,0.9,17733
heur043_n_300_m_12914,100,1000.0,0.95,0.7,17733
heur043_n_300_m_12914,100,1000.0,0.95,0.9,17733
heur043_n_300_m_12914,100,10000.0,0.92,0.7,17727
heur043_n_300_m_12914,100,10000.0,0.92,0.9,17733
heur043_n_300_m_12914,100,10000.0,0.95,0.7,17733
heur043_n_300_m_12914,100,10000.0,0.95,0.9,17732
heur044_n_300_m_3234,100,100.0,0.92,0.7,3613
heur044_n_300_m_3234,100,100.0,0.92,0.9,3543
heur044_n_300_m_3234,100,100.0,0.95,0.7,3844
heur044_n_300_m_3234,100,100.0,0.95,0.9,3894
heur044_n_300_m_3234,100,1000.0,0.92,0.7,3727
heur044_n_300_m_3234,100,1000.0,0.92,0.9,3821
heur044_n_300_m_3234,100,1000.0,0.95,0.7,3894
heur044_n_300_m_3234,100,1000.0,0.95,0.9,3894
heur044_n_300_m_3234,100,10000.0,0.92,0.7,3821
heur044_n_300_m_3234,100,10000.0,0.92,0.9,3894
heur044_n_300_m_3234,100,10000.0,0.95,0.7,3715
heur044_n_300_m_3234,100,10000.0,0.95,0.9,3894
heur045_n_300_m_6293,100,100.0,0.92,0.7,9185
heur045_n_300_m_6293,100,100.0,0.92,0.9,9183
heur045_n_300_m_6293,100,100.0,0.95,0.7,9107
heur045_n_300_m_6293,100,100.0,0.95,0.9,9161
heur045_n_300_m_6293,100,1000.0,0.92,0.7,9184
heur045_n_300_m_6293,100,1000.0,0.92,0.9,9185
heur045_n_300_m_6293,100,1000.0,0.95,0.7,9185
heur045_n_300_m_6293,100,1000.0,0.95,0.9,9185
heur045_n_300_m_6293,100,10000.0,0.92,0.7,9185
heur045_n_300_m_6293,100,10000.0,0.92,0.9,9185
heur045_n_300_m_6293,100,10000.0,0.95,0.7,9185
heur045_n_300_m_6293,100,10000.0,0.95,0.9,9185
heur046_n_300_m_13150,100,100.0,0.92,0.7,20641
heur046_n_300_m_13150,100,100.0,0.92,0.9,20636
heur046_n_300_m_13150,100,100.0,0.95,0.7,20642
heur046_n_300_m_13150,100,100.0,0.95,0.9,20638
heur046_n_300_m_13150,100,1000.0,0.92,0.7,20642
heur046_n_300_m_13150,100,1000.0,0.92,0.9,20642
heur046_n_300_m_13150,100,1000.0,0.95,0.7,20640
heur046_n_300_m_13150,100,1000.0,0.95,0.9,20642
heur046_n_300_m_13150,100,10000.0,0.92,0.7,20642
heur046_n_300_m_13150,100,10000.0,0.92,0.9,20642
heur046_n_300_m_13150,100,10000.0,0.95,0.7,20641
heur046_n_300_m_13150,100,10000.0,0.95,0.9,20642
heur047_n_300_m_20096,100,100.0,0.92,0.7,25771
heur047_n_300_m_20096,100,100.0,0.92,0.9,25499
heur047_n_300_m_20096,100,100.0,0.95,0.7,25806
heur047_n_300_m_20096,100,100.0,0.95,0.9,25527
heur047_n_300_m_20096,100,1000.0,0.92,0.7,25830
heur047_n_300_m_20096,100,1000.0,0.92,0.9,25236
heur047_n_300_m_20096,100,1000.0,0.95,0.7,25936
heur047_n_300_m_20096,100,1000.0,0.95,0.9,25042
heur047_n_300_m_20096,100,10000.0,0.92,0.7,25047
heur047_n_300_m_20096,100,10000.0,0.92,0.9,25936
heur047_n_300_m_20096,100,10000.0,0.95,0.7,25248
heur047_n_300_m_20096,100,10000.0,0.95,0.9,25936
heur048_n_300_m_14666,100,100.0,0.92,0.7,32251
heur048_n_300_m_14666,100,100.0,0.92,0.9,32231
heur048_n_300_m_14666,100,100.0,0.95,0.7,32263
heur048_n_300_m_14666,100,100.0,0.95,0.9,32263
heur048_n_300_m_14666,100,1000.0,0.92,0.7,32263
heur048_n_300_m_14666,100,1000.0,0.92,0.9,32263
heur048_n_300_m_14666,100,1000.0,0.95,0.7,32131
heur048_n_300_m_14666,100,1000.0,0.95,0.9,32263
heur048_n_300_m_14666,100,10000.0,0.92,0.7,32263
heur048_n_300_m_14666,100,10000.0,0.92,0.9,32263
heur048_n_300_m_14666,100,10000.0,0.95,0.7,32231
heur048_n_300_m_14666,100,10000.0,0.95,0.9,32263
heur052_n_300_m_26628,100,100.0,0.92,0.7,39675
heur052_n_300_m_26628,100,100.0,0.92,0.9,38265
heur052_n_300_m_26628,100,100.0,0.95,0.7,38218
heur052_n_300_m_26628,100,100.0,0.95,0.9,38298
heur052_n_300_m_26628,100,1000.0,0.92,0.7,38221
heur052_n_300_m_26628,100,1000.0,0.92,0.9,38221
heur052_n_300_m_26628,100,1000.0,0.95,0.7,39376
heur052_n_300_m_26628,100,1000.0,0.95,0.9,39066
heur052_n_300_m_26628,100,10000.0,0.92,0.7,38241
heur052_n_300_m_26628,100,10000.0,0.92,0.9,38571
heur052_n_300_m_26628,100,10000.0,0.95,0.7,38206
heur052_n_300_m_26628,100,10000.0,0.95,0.9,38533
heur053_n_300_m_39861,100,100.0,0.92,0.7,11943
heur053_n_300_m_39861,100,100.0,0.92,0.9,11731
heur053_n_300_m_39861,100,100.0,0.95,0.7,11295
heur053_n_300_m_39861,100,100.0,0.95,0.9,11297
heur053_n_300_m_39861,100,1000.0,0.92,0.7,11319
heur053_n_300_m_39861,100,1000.0,0.92,0.9,11278
heur053_n_300_m_39861,100,1000.0,0.95,0.7,11283
heur053_n_300_m_39861,100,1000.0,0.95,0.9,11261
heur053_n_300_m_39861,100,10000.0,0.92,0.7,11251
heur053_n_300_m_39861,100,10000.0,0.92,0.9,11275
heur053_n_300_m_39861,100,10000.0,0.95,0.7,11260
heur053_n_300_m_39861,100,10000.0,0.95,0.9,14477
heur054_n_300_m_2746,100,100.0,0.92,0.7,1614
heur054_n_300_m_2746,100,100.0,0.92,0.9,1614
heur054_n_300_m_2746,100,100.0,0.95,0.7,1613
heur054_n_300_m_2746,100,100.0,0.95,0.9,1614
heur054_n_300_m_2746,100,1000.0,0.92,0.7,1614
heur054_n_300_m_2746,100,1000.0,0.92,0.9,1614
heur054_n_300_m_2746,100,1000.0,0.95,0.7,1611
heur054_n_300_m_2746,100,1000.0,0.95,0.9,1614
heur054_n_300_m_2746,100,10000.0,0.92,0.7,1614
heur054_n_300_m_2746,100,10000.0,0.92,0.9,1614
heur054_n_300_m_2746,100,10000.0,0.95,0.7,1613
heur054_n_300_m_2746,100,10000.0,0.95,0.9,1614
heur055_n_300_m_5164,100,100.0,0.92,0.7,4823
heur055_n_300_m_5164,100,100.0,0.92,0.9,4988
heur055_n_300_m_5164,100,100.0,0.95,0.7,4613
heur055_n_300_m_5164,100,100.0,0.95,0.9,4726
heur055_n_300_m_5164,100,1000.0,0.92,0.7,5062
heur055_n_300_m_5164,100,1000.0,0.92,0.9,4945
heur055_n_300_m_5164,100,1000.0,0.95,0.7,5193
heur055_n_300_m_5164,100,1000.0,0.95,0.9,5199
heur055_n_300_m_5164,100,10000.0,0.92,0.7,4695
heur055_n_300_m_5164,100,10000.0,0.92,0.9,4670
heur055_n_300_m_5164,100,10000.0,0.95,0.7,5199
heur055_n_300_m_5164,100,10000.0,0.95,0.9,5199
heur056_n_300_m_12131,100,100.0,0.92,0.7,13261
heur056_n_300_m_12131,100,100.0,0.92,0.9,13512
heur056_n_300_m_12131,100,100.0,0.95,0.7,13300
heur056_n_300_m_12131,100,100.0,0.95,0.9,13412
heur056_n_300_m_12131,100,1000.0,0.92,0.7,13800
heur056_n_300_m_12131,100,1000.0,0.92,0.9,13856
heur056_n_300_m_12131,100,1000.0,0.95,0.7,13807
heur056_n_300_m_12131,100,1000.0,0.95,0.9,13856
heur056_n_300_m_12131,100,10000.0,0.92,0.7,13800
heur056_n_300_m_12131,100,10000.0,0.92,0.9,13856
heur056_n_300_m_12131,100,10000.0,0.95,0.7,13791
heur056_n_300_m_12131,100,10000.0,0.95,0.9,13294
heur057_n_300_m_2109,100,100.0,0.92,0.7,3180
heur057_n_300_m_2109,100,100.0,0.92,0.9,3182
heur057_n_300_m_2109,100,100.0,0.95,0.7,3182
heur057_n_300_m_2109,100,100.0,0.95,0.9,3176
heur057_n_300_m_2109,100,1000.0,0.92,0.7,3177
heur057_n_300_m_2109,100,1000.0,0.92,0.9,3182
heur057_n_300_m_2109,100,1000.0,0.95,0.7,3175
heur057_n_300_m_2109,100,1000.0,0.95,0.9,3180
heur057_n_300_m_2109,100,10000.0,0.92,0.7,3182
heur057_n_300_m_2109,100,10000.0,0.92,0.9,3175
heur057_n_300_m_2109,100,10000.0,0.95,0.7,3180
heur057_n_300_m_2109,100,10000.0,0.95,0.9,3182
heur058_n_300_m_4010,100,100.0,0.92,0.7,6175
heur058_n_300_m_4010,100,100.0,0.92,0.9,6221
heur058_n_300_m_4010,100,100.0,0.95,0.7,6221
heur058_n_300_m_4010,100,100.0,0.95,0.9,6221
heur058_n_300_m_4010,100,1000.0,0.92,0.7,6221
heur058_n_300_m_4010,100,1000.0,0.92,0.9,6207
heur058_n_300_m_4010,100,1000.0,0.95,0.7,6220
heur058_n_300_m_4010,100,1000.0,0.95,0.9,6221
heur058_n_300_m_4010,100,10000.0,0.92,0.7,6221
heur058_n_300_m_4010,100,10000.0,0.92,0.9,6221
heur058_n_300_m_4010,100,10000.0,0.95,0.7,6221
heur058_n_300_m_4010,100,10000.0,0.95,0.9,6221
heur059_n_300_m_7867,100,100.0,0.92,0.7,13200
heur059_n_300_m_7867,100,100.0,0.92,0.9,13225
heur059_n_300_m_7867,100,100.0,0.95,0.7,13230
heur059_n_300_m_7867,100,100.0,0.95,0.9,13230
heur059_n_300_m_7867,100,1000.0,0.92,0.7,12764
heur059_n_300_m_7867,100,1000.0,0.92,0.9,13230
heur059_n_300_m_7867,100,1000.0,0.95,0.7,13050
heur059_n_300_m_7867,100,1000.0,0.95,0.9,13040
heur059_n_300_m_7867,100,10000.0,0.92,0.7,13184
heur059_n_300_m_7867,100,10000.0,0.92,0.9,13230
heur059_n_300_m_7867,100,10000.0,0.95,0.7,13171
heur059_n_300_m_7867,100,10000.0,0.95,0.9,13230
heur060_n_300_m_12405,100,100.0,0.92,0.7,20622
heur060_n_300_m_12405,100,100.0,0.92,0.9,20356
heur060_n_300_m_12405,100,100.0,0.95,0.7,20453
heur060_n_300_m_12405,100,100.0,0.95,0.9,20558
heur060_n_300_m_12405,100,1000.0,0.92,0.7,20868
heur060_n_300_m_12405,100,1000.0,0.92,0.9,20867
heur060_n_300_m_12405,100,1000.0,0.95,0.7,20868
heur060_n_300_m_12405,100,1000.0,0.95,0.9,20213
heur060_n_300_m_12405,100,10000.0,0.92,0.7,20851
heur060_n_300_m_12405,100,10000.0,0.92,0.9,20697
heur060_n_300_m_12405,100,10000.0,0.95,0.7,20515
heur060_n_300_m_12405,100,10000.0,0.95,0.9,20580
