name,epochs,temperature,alpha,gamma,objective
heur053_n_300_m_39861,100,10000.0,0.92,0.9,11280
heur053_n_300_m_39861,100,10000.0,0.95,0.7,11280
heur053_n_300_m_39861,100,10000.0,0.95,0.9,11260
heur054_n_300_m_2746,100,100.0,0.92,0.7,1643
heur054_n_300_m_2746,100,100.0,0.92,0.9,1641
heur054_n_300_m_2746,100,100.0,0.95,0.7,1643
heur054_n_300_m_2746,100,100.0,0.95,0.9,1644
heur054_n_300_m_2746,100,1000.0,0.92,0.7,1644
heur054_n_300_m_2746,100,1000.0,0.92,0.9,1643
heur054_n_300_m_2746,100,1000.0,0.95,0.7,1643
heur054_n_300_m_2746,100,1000.0,0.95,0.9,1644
heur054_n_300_m_2746,100,10000.0,0.92,0.7,1642
heur054_n_300_m_2746,100,10000.0,0.92,0.9,1644
heur054_n_300_m_2746,100,10000.0,0.95,0.7,1644
heur054_n_300_m_2746,100,10000.0,0.95,0.9,1644
heur055_n_300_m_5164,100,100.0,0.92,0.7,5008
heur055_n_300_m_5164,100,100.0,0.92,0.9,5200
heur055_n_300_m_5164,100,100.0,0.95,0.7,5200
heur055_n_300_m_5164,100,100.0,0.95,0.9,5409
heur055_n_300_m_5164,100,1000.0,0.92,0.7,5363
heur055_n_300_m_5164,100,1000.0,0.92,0.9,5488
heur055_n_300_m_5164,100,1000.0,0.95,0.7,5165
heur055_n_300_m_5164,100,1000.0,0.95,0.9,5145
heur055_n_300_m_5164,100,10000.0,0.92,0.7,5190
heur055_n_300_m_5164,100,10000.0,0.92,0.9,5488
heur055_n_300_m_5164,100,10000.0,0.95,0.7,5488
heur055_n_300_m_5164,100,10000.0,0.95,0.9,5488
heur056_n_300_m_12131,100,100.0,0.92,0.7,13335
heur056_n_300_m_12131,100,100.0,0.92,0.9,13335
heur056_n_300_m_12131,100,100.0,0.95,0.7,12669
heur056_n_300_m_12131,100,100.0,0.95,0.9,13279
heur056_n_300_m_12131,100,1000.0,0.92,0.7,13193
heur056_n_300_m_12131,100,1000.0,0.92,0.9,13209
heur056_n_300_m_12131,100,1000.0,0.95,0.7,13335
heur056_n_300_m_12131,100,1000.0,0.95,0.9,13313
heur056_n_300_m_12131,100,10000.0,0.92,0.7,13335
heur056_n_300_m_12131,100,10000.0,0.92,0.9,13335
heur056_n_300_m_12131,100,10000.0,0.95,0.7,13335
heur056_n_300_m_12131,100,10000.0,0.95,0.9,13125
heur057_n_300_m_2109,100,100.0,0.92,0.7,3233
heur057_n_300_m_2109,100,100.0,0.92,0.9,3231
heur057_n_300_m_2109,100,100.0,0.95,0.7,3222
heur057_n_300_m_2109,100,100.0,0.95,0.9,3225
heur057_n_300_m_2109,100,1000.0,0.92,0.7,3233
heur057_n_300_m_2109,100,1000.0,0.92,0.9,3233
heur057_n_300_m_2109,100,1000.0,0.95,0.7,3233
heur057_n_300_m_2109,100,1000.0,0.95,0.9,3233
heur057_n_300_m_2109,100,10000.0,0.92,0.7,3233
heur057_n_300_m_2109,100,10000.0,0.92,0.9,3231
heur057_n_300_m_2109,100,10000.0,0.95,0.7,3233
heur057_n_300_m_2109,100,10000.0,0.95,0.9,3232
heur058_n_300_m_4010,100,100.0,0.92,0.7,6148
heur058_n_300_m_4010,100,100.0,0.92,0.9,5983
heur058_n_300_m_4010,100,100.0,0.95,0.7,6093
heur058_n_300_m_4010,100,100.0,0.95,0.9,6131
heur058_n_300_m_4010,100,1000.0,0.92,0.7,6173
heur058_n_300_m_4010,100,1000.0,0.92,0.9,6173
heur058_n_300_m_4010,100,1000.0,0.95,0.7,6173
heur058_n_300_m_4010,100,1000.0,0.95,0.9,6173
heur058_n_300_m_4010,100,10000.0,0.92,0.7,6173
heur058_n_300_m_4010,100,10000.0,0.92,0.9,6173
heur058_n_300_m_4010,100,10000.0,0.95,0.7,6173
heur058_n_300_m_4010,100,10000.0,0.95,0.9,6158
heur059_n_300_m_7867,100,100.0,0.92,0.7,12975
heur059_n_300_m_7867,100,100.0,0.92,0.9,12943
heur059_n_300_m_7867,100,100.0,0.95,0.7,12618
heur059_n_300_m_7867,100,100.0,0.95,0.9,12975
heur059_n_300_m_7867,100,1000.0,0.92,0.7,12965
heur059_n_300_m_7867,100,1000.0,0.92,0.9,12862
heur059_n_300_m_7867,100,1000.0,0.95,0.7,12962
heur059_n_300_m_7867,100,1000.0,0.95,0.9,12975
heur059_n_300_m_7867,100,10000.0,0.92,0.7,12975
heur059_n_300_m_7867,100,10000.0,0.92,0.9,12915
heur059_n_300_m_7867,100,10000.0,0.95,0.7,12975
heur059_n_300_m_7867,100,10000.0,0.95,0.9,12955
heur060_n_300_m_12405,100,100.0,0.92,0.7,21595
heur060_n_300_m_12405,100,100.0,0.92,0.9,22347
heur060_n_300_m_12405,100,100.0,0.95,0.7,22537
heur060_n_300_m_12405,100,100.0,0.95,0.9,22537
heur060_n_300_m_12405,100,1000.0,0.92,0.7,22179
heur060_n_300_m_12405,100,1000.0,0.92,0.9,22532
heur060_n_300_m_12405,100,1000.0,0.95,0.7,21643
heur060_n_300_m_12405,100,1000.0,0.95,0.9,22537
heur060_n_300_m_12405,100,10000.0,0.92,0.7,22464
heur060_n_300_m_12405,100,10000.0,0.92,0.9,22126
heur060_n_300_m_12405,100,10000.0,0.95,0.7,22537
heur060_n_300_m_12405,100,10000.0,0.95,0.9,22004
