name,epochs,temperature,alpha,gamma,objective
heur045_n_300_m_6293,100,1000.0,0.92,0.7,9508
heur045_n_300_m_6293,100,1000.0,0.92,0.9,9508
heur045_n_300_m_6293,100,1000.0,0.95,0.7,9508
heur045_n_300_m_6293,100,1000.0,0.95,0.9,9453
heur045_n_300_m_6293,100,10000.0,0.92,0.7,9508
heur045_n_300_m_6293,100,10000.0,0.92,0.9,9508
heur045_n_300_m_6293,100,10000.0,0.95,0.7,9508
heur045_n_300_m_6293,100,10000.0,0.95,0.9,9508
heur046_n_300_m_13150,100,100.0,0.92,0.7,20304
heur046_n_300_m_13150,100,100.0,0.92,0.9,20304
heur046_n_300_m_13150,100,100.0,0.95,0.7,20308
heur046_n_300_m_13150,100,100.0,0.95,0.9,20311
heur046_n_300_m_13150,100,1000.0,0.92,0.7,20311
heur046_n_300_m_13150,100,1000.0,0.92,0.9,20310
heur046_n_300_m_13150,100,1000.0,0.95,0.7,20310
heur046_n_300_m_13150,100,1000.0,0.95,0.9,20311
heur046_n_300_m_13150,100,10000.0,0.92,0.7,20311
heur046_n_300_m_13150,100,10000.0,0.92,0.9,20311
heur046_n_300_m_13150,100,10000.0,0.95,0.7,20310
heur046_n_300_m_13150,100,10000.0,0.95,0.9,20302
heur047_n_300_m_20096,100,100.0,0.92,0.7,25969
heur047_n_300_m_20096,100,100.0,0.92,0.9,25079
heur047_n_300_m_20096,100,100.0,0.95,0.7,25805
heur047_n_300_m_20096,100,100.0,0.95,0.9,25659
heur047_n_300_m_20096,100,1000.0,0.92,0.7,25152
heur047_n_300_m_20096,100,1000.0,0.92,0.9,25969
heur047_n_300_m_20096,100,1000.0,0.95,0.7,25969
heur047_n_300_m_20096,100,1000.0,0.95,0.9,25136
heur047_n_300_m_20096,100,10000.0,0.92,0.7,25957
heur047_n_300_m_20096,100,10000.0,0.92,0.9,25152
heur047_n_300_m_20096,100,10000.0,0.95,0.7,25956
heur047_n_300_m_20096,100,10000.0,0.95,0.9,25969
heur048_n_300_m_14666,100,100.0,0.92,0.7,31802
heur048_n_300_m_14666,100,100.0,0.92,0.9,31856
heur048_n_300_m_14666,100,100.0,0.95,0.7,31857
heur048_n_300_m_14666,100,100.0,0.95,0.9,31909
heur048_n_300_m_14666,100,1000.0,0.92,0.7,32080
heur048_n_300_m_14666,100,1000.0,0.92,0.9,32080
heur048_n_300_m_14666,100,1000.0,0.95,0.7,32080
heur048_n_300_m_14666,100,1000.0,0.95,0.9,32080
heur048_n_300_m_14666,100,10000.0,0.92,0.7,32080
heur048_n_300_m_14666,100,10000.0,0.92,0.9,32080
heur048_n_300_m_14666,100,10000.0,0.95,0.7,32080
heur048_n_300_m_14666,100,10000.0,0.95,0.9,32080
heur052_n_300_m_26628,100,100.0,0.92,0.7,38079
heur052_n_300_m_26628,100,100.0,0.92,0.9,38230
heur052_n_300_m_26628,100,100.0,0.95,0.7,38172
heur052_n_300_m_26628,100,100.0,0.95,0.9,38522
heur052_n_300_m_26628,100,1000.0,0.92,0.7,38329
heur052_n_300_m_26628,100,1000.0,0.92,0.9,38003
heur052_n_300_m_26628,100,1000.0,0.95,0.7,38594
heur052_n_300_m_26628,100,1000.0,0.95,0.9,39343
heur052_n_300_m_26628,100,10000.0,0.92,0.7,38572
heur052_n_300_m_26628,100,10000.0,0.92,0.9,38259
heur052_n_300_m_26628,100,10000.0,0.95,0.7,38556
heur052_n_300_m_26628,100,10000.0,0.95,0.9,38062
heur053_n_300_m_39861,100,100.0,0.92,0.7,11635
heur053_n_300_m_39861,100,100.0,0.92,0.9,11347
heur053_n_300_m_39861,100,100.0,0.95,0.7,11337
heur053_n_300_m_39861,100,100.0,0.95,0.9,11286
heur053_n_300_m_39861,100,1000.0,0.92,0.7,11284
heur053_n_300_m_39861,100,1000.0,0.92,0.9,11283
heur053_n_300_m_39861,100,1000.0,0.95,0.7,11284
heur053_n_300_m_39861,100,1000.0,0.95,0.9,11286
heur053_n_300_m_39861,100,10000.0,0.92,0.7,11280
heur053_n_300_m_39861,100,10000.0,0.92,0.9,11286
heur053_n_300_m_39861,100,10000.0,0.95,0.7,13520
heur053_n_300_m_39861,100,10000.0,0.95,0.9,11274
heur054_n_300_m_2746,100,100.0,0.92,0.7,1638
heur054_n_300_m_2746,100,100.0,0.92,0.9,1644
heur054_n_300_m_2746,100,100.0,0.95,0.7,1644
heur054_n_300_m_2746,100,100.0,0.95,0.9,1644
heur054_n_300_m_2746,100,1000.0,0.92,0.7,1644
heur054_n_300_m_2746,100,1000.0,0.92,0.9,1644
heur054_n_300_m_2746,100,1000.0,0.95,0.7,1644
heur054_n_300_m_2746,100,1000.0,0.95,0.9,1642
heur054_n_300_m_2746,100,10000.0,0.92,0.7,1644
heur054_n_300_m_2746,100,10000.0,0.92,0.9,1644
heur054_n_300_m_2746,100,10000.0,0.95,0.7,1644
heur054_n_300_m_2746,100,10000.0,0.95,0.9,1644
heur055_n_300_m_5164,100,100.0,0.92,0.7,5013
heur055_n_300_m_5164,100,100.0,0.92,0.9,4792
heur055_n_300_m_5164,100,100.0,0.95,0.7,4704
heur055_n_300_m_5164,100,100.0,0.95,0.9,4773
heur055_n_300_m_5164,100,1000.0,0.92,0.7,4791
heur055_n_300_m_5164,100,1000.0,0.92,0.9,4927
heur055_n_300_m_5164,100,1000.0,0.95,0.7,5098
heur055_n_300_m_5164,100,1000.0,0.95,0.9,5188
heur055_n_300_m_5164,100,10000.0,0.92,0.7,5188
heur055_n_300_m_5164,100,10000.0,0.92,0.9,5166
heur055_n_300_m_5164,100,10000.0,0.95,0.7,4857
heur055_n_300_m_5164,100,10000.0,0.95,0.9,5188
heur056_n_300_m_12131,100,100.0,0.92,0.7,13187
heur056_n_300_m_12131,100,100.0,0.92,0.9,13436
heur056_n_300_m_12131,100,100.0,0.95,0.7,13380
heur056_n_300_m_12131,100,100.0,0.95,0.9,13436
heur056_n_300_m_12131,100,1000.0,0.92,0.7,13072
heur056_n_300_m_12131,100,1000.0,0.92,0.9,12940
heur056_n_300_m_12131,100,1000.0,0.95,0.7,13436
heur056_n_300_m_12131,100,1000.0,0.95,0.9,13155
heur056_n_300_m_12131,100,10000.0,0.92,0.7,13436
heur056_n_300_m_12131,100,10000.0,0.92,0.9,13433
heur056_n_300_m_12131,100,10000.0,0.95,0.7,13436
heur056_n_300_m_12131,100,10000.0,0.95,0.9,13370
heur057_n_300_m_2109,100,100.0,0.92,0.7,3234
heur057_n_300_m_2109,100,100.0,0.92,0.9,3231
heur057_n_300_m_2109,100,100.0,0.95,0.7,3234
heur057_n_300_m_2109,100,100.0,0.95,0.9,3234
heur057_n_300_m_2109,100,1000.0,0.92,0.7,3234
heur057_n_300_m_2109,100,1000.0,0.92,0.9,3234
heur057_n_300_m_2109,100,1000.0,0.95,0.7,3229
heur057_n_300_m_2109,100,1000.0,0.95,0.9,3234
heur057_n_300_m_2109,100,10000.0,0.92,0.7,3234
heur057_n_300_m_2109,100,10000.0,0.92,0.9,3233
heur057_n_300_m_2109,100,10000.0,0.95,0.7,3234
heur057_n_300_m_2109,100,10000.0,0.95,0.9,3234
heur058_n_300_m_4010,100,100.0,0.92,0.7,6458
heur058_n_300_m_4010,100,100.0,0.92,0.9,6551
heur058_n_300_m_4010,100,100.0,0.95,0.7,6513
heur058_n_300_m_4010,100,100.0,0.95,0.9,6557
heur058_n_300_m_4010,100,1000.0,0.92,0.7,6345
heur058_n_300_m_4010,100,1000.0,0.92,0.9,6557
heur058_n_300_m_4010,100,1000.0,0.95,0.7,6385
heur058_n_300_m_4010,100,1000.0,0.95,0.9,6509
heur058_n_300_m_4010,100,10000.0,0.92,0.7,6368
heur058_n_300_m_4010,100,10000.0,0.92,0.9,6557
heur058_n_300_m_4010,100,10000.0,0.95,0.7,6557
heur058_n_300_m_4010,100,10000.0,0.95,0.9,6557
heur059_n_300_m_7867,100,100.0,0.92,0.7,12973
heur059_n_300_m_7867,100,100.0,0.92,0.9,13041
heur059_n_300_m_7867,100,100.0,0.95,0.7,12831
heur059_n_300_m_7867,100,100.0,0.95,0.9,12927
heur059_n_300_m_7867,100,1000.0,0.92,0.7,13149
heur059_n_300_m_7867,100,1000.0,0.92,0.9,13162
heur059_n_300_m_7867,100,1000.0,0.95,0.7,13162
heur059_n_300_m_7867,100,1000.0,0.95,0.9,12818
heur059_n_300_m_7867,100,10000.0,0.92,0.7,13142
heur059_n_300_m_7867,100,10000.0,0.92,0.9,13154
heur059_n_300_m_7867,100,10000.0,0.95,0.7,13088
heur059_n_300_m_7867,100,10000.0,0.95,0.9,13139
heur060_n_300_m_12405,100,100.0,0.92,0.7,20794
heur060_n_300_m_12405,100,100.0,0.92,0.9,20220
heur060_n_300_m_12405,100,100.0,0.95,0.7,21029
heur060_n_300_m_12405,100,100.0,0.95,0.9,20756
heur060_n_300_m_12405,100,1000.0,0.92,0.7,20048
heur060_n_300_m_12405,100,1000.0,0.92,0.9,20981
heur060_n_300_m_12405,100,1000.0,0.95,0.7,20968
heur060_n_300_m_12405,100,1000.0,0.95,0.9,20348
heur060_n_300_m_12405,100,10000.0,0.92,0.7,20045
heur060_n_300_m_12405,100,10000.0,0.92,0.9,21037
heur060_n_300_m_12405,100,10000.0,0.95,0.7,20541
heur060_n_300_m_12405,100,10000.0,0.95,0.9,20741
