name,epochs,temperature,alpha,gamma,objective
heur047_n_300_m_20096,100,100.0,0.95,0.9,25322
heur047_n_300_m_20096,100,1000.0,0.92,0.7,25152
heur047_n_300_m_20096,100,1000.0,0.92,0.9,26029
heur047_n_300_m_20096,100,1000.0,0.95,0.7,25927
heur047_n_300_m_20096,100,1000.0,0.95,0.9,25970
heur047_n_300_m_20096,100,10000.0,0.92,0.7,26029
heur047_n_300_m_20096,100,10000.0,0.92,0.9,25545
heur047_n_300_m_20096,100,10000.0,0.95,0.7,24951
heur047_n_300_m_20096,100,10000.0,0.95,0.9,25319
heur048_n_300_m_14666,100,100.0,0.92,0.7,31829
heur048_n_300_m_14666,100,100.0,0.92,0.9,31820
heur048_n_300_m_14666,100,100.0,0.95,0.7,31592
heur048_n_300_m_14666,100,100.0,0.95,0.9,31829
heur048_n_300_m_14666,100,1000.0,0.92,0.7,31858
heur048_n_300_m_14666,100,1000.0,0.92,0.9,31858
heur048_n_300_m_14666,100,1000.0,0.95,0.7,31858
heur048_n_300_m_14666,100,1000.0,0.95,0.9,31858
heur048_n_300_m_14666,100,10000.0,0.92,0.7,31858
heur048_n_300_m_14666,100,10000.0,0.92,0.9,31858
heur048_n_300_m_14666,100,10000.0,0.95,0.7,31858
heur048_n_300_m_14666,100,10000.0,0.95,0.9,31858
heur052_n_300_m_26628,100,100.0,0.92,0.7,38821
heur052_n_300_m_26628,100,100.0,0.92,0.9,38690
heur052_n_300_m_26628,100,100.0,0.95,0.7,39362
heur052_n_300_m_26628,100,100.0,0.95,0.9,38266
heur052_n_300_m_26628,100,1000.0,0.92,0.7,38454
heur052_n_300_m_26628,100,1000.0,0.92,0.9,38565
heur052_n_300_m_26628,100,1000.0,0.95,0.7,38479
heur052_n_300_m_26628,100,1000.0,0.95,0.9,38379
heur052_n_300_m_26628,100,10000.0,0.92,0.7,38580
heur052_n_300_m_26628,100,10000.0,0.92,0.9,38356
heur052_n_300_m_26628,100,10000.0,0.95,0.7,38561
heur052_n_300_m_26628,100,10000.0,0.95,0.9,38348
heur053_n_300_m_39861,100,100.0,0.92,0.7,11333
heur053_n_300_m_39861,100,100.0,0.92,0.9,12162
heur053_n_300_m_39861,100,100.0,0.95,0.7,11300
heur053_n_300_m_39861,100,100.0,0.95,0.9,11300
heur053_n_300_m_39861,100,1000.0,0.92,0.7,11300
heur053_n_300_m_39861,100,1000.0,0.92,0.9,11312
heur053_n_300_m_39861,100,1000.0,0.95,0.7,11291
heur053_n_300_m_39861,100,1000.0,0.95,0.9,11283
heur053_n_300_m_39861,100,10000.0,0.92,0.7,11282
heur053_n_300_m_39861,100,10000.0,0.92,0.9,14477
heur053_n_300_m_39861,100,10000.0,0.95,0.7,11279
heur053_n_300_m_39861,100,10000.0,0.95,0.9,11275
heur054_n_300_m_2746,100,100.0,0.92,0.7,1677
heur054_n_300_m_2746,100,100.0,0.92,0.9,1664
heur054_n_300_m_2746,100,100.0,0.95,0.7,1677
heur054_n_300_m_2746,100,100.0,0.95,0.9,1677
heur054_n_300_m_2746,100,1000.0,0.92,0.7,1677
heur054_n_300_m_2746,100,1000.0,0.92,0.9,1677
heur054_n_300_m_2746,100,1000.0,0.95,0.7,1677
heur054_n_300_m_2746,100,1000.0,0.95,0.9,1677
heur054_n_300_m_2746,100,10000.0,0.92,0.7,1677
heur054_n_300_m_2746,100,10000.0,0.92,0.9,1677
heur054_n_300_m_2746,100,10000.0,0.95,0.7,1677
heur054_n_300_m_2746,100,10000.0,0.95,0.9,1673
heur055_n_300_m_5164,100,100.0,0.92,0.7,4885
heur055_n_300_m_5164,100,100.0,0.92,0.9,4919
heur055_n_300_m_5164,100,100.0,0.95,0.7,5142
heur055_n_300_m_5164,100,100.0,0.95,0.9,4823
heur055_n_300_m_5164,100,1000.0,0.92,0.7,4734
heur055_n_300_m_5164,100,1000.0,0.92,0.9,5230
heur055_n_300_m_5164,100,1000.0,0.95,0.7,5230
heur055_n_300_m_5164,100,1000.0,0.95,0.9,5230
heur055_n_300_m_5164,100,10000.0,0.92,0.7,5230
heur055_n_300_m_5164,100,10000.0,0.92,0.9,5230
heur055_n_300_m_5164,100,10000.0,0.95,0.7,4670
heur055_n_300_m_5164,100,10000.0,0.95,0.9,5230
heur056_n_300_m_12131,100,100.0,0.92,0.7,12874
heur056_n_300_m_12131,100,100.0,0.92,0.9,13405
heur056_n_300_m_12131,100,100.0,0.95,0.7,13162
heur056_n_300_m_12131,100,100.0,0.95,0.9,12864
heur056_n_300_m_12131,100,1000.0,0.92,0.7,13017
heur056_n_300_m_12131,100,1000.0,0.92,0.9,13464
heur056_n_300_m_12131,100,1000.0,0.95,0.7,13464
heur056_n_300_m_12131,100,1000.0,0.95,0.9,12976
heur056_n_300_m_12131,100,10000.0,0.92,0.7,13253
heur056_n_300_m_12131,100,10000.0,0.92,0.9,13464
heur056_n_300_m_12131,100,10000.0,0.95,0.7,13464
heur056_n_300_m_12131,100,10000.0,0.95,0.9,13464
heur057_n_300_m_2109,100,100.0,0.92,0.7,3401
heur057_n_300_m_2109,100,100.0,0.92,0.9,3409
heur057_n_300_m_2109,100,100.0,0.95,0.7,3413
heur057_n_300_m_2109,100,100.0,0.95,0.9,3411
heur057_n_300_m_2109,100,1000.0,0.92,0.7,3408
heur057_n_300_m_2109,100,1000.0,0.92,0.9,3400
heur057_n_300_m_2109,100,1000.0,0.95,0.7,3406
heur057_n_300_m_2109,100,1000.0,0.95,0.9,3409
heur057_n_300_m_2109,100,10000.0,0.92,0.7,3413
heur057_n_300_m_2109,100,10000.0,0.92,0.9,3413
heur057_n_300_m_2109,100,10000.0,0.95,0.7,3412
heur057_n_300_m_2109,100,10000.0,0.95,0.9,3413
heur058_n_300_m_4010,100,100.0,0.92,0.7,6461
heur058_n_300_m_4010,100,100.0,0.92,0.9,6415
heur058_n_300_m_4010,100,100.0,0.95,0.7,6153
heur058_n_300_m_4010,100,100.0,0.95,0.9,6461
heur058_n_300_m_4010,100,1000.0,0.92,0.7,6461
heur058_n_300_m_4010,100,1000.0,0.92,0.9,6432
heur058_n_300_m_4010,100,1000.0,0.95,0.7,6461
heur058_n_300_m_4010,100,1000.0,0.95,0.9,6461
heur058_n_300_m_4010,100,10000.0,0.92,0.7,6461
heur058_n_300_m_4010,100,10000.0,0.92,0.9,6349
heur058_n_300_m_4010,100,10000.0,0.95,0.7,6461
heur058_n_300_m_4010,100,10000.0,0.95,0.9,6461
heur059_n_300_m_7867,100,100.0,0.92,0.7,15046
heur059_n_300_m_7867,100,100.0,0.92,0.9,15037
heur059_n_300_m_7867,100,100.0,0.95,0.7,14948
heur059_n_300_m_7867,100,100.0,0.95,0.9,15055
heur059_n_300_m_7867,100,1000.0,0.92,0.7,14724
heur059_n_300_m_7867,100,1000.0,0.92,0.9,15063
heur059_n_300_m_7867,100,1000.0,0.95,0.7,14895
heur059_n_300_m_7867,100,1000.0,0.95,0.9,14988
heur059_n_300_m_7867,100,10000.0,0.92,0.7,15063
heur059_n_300_m_7867,100,10000.0,0.92,0.9,14925
heur059_n_300_m_7867,100,10000.0,0.95,0.7,15063
heur059_n_300_m_7867,100,10000.0,0.95,0.9,15060
heur060_n_300_m_12405,100,100.0,0.92,0.7,20640
heur060_n_300_m_12405,100,100.0,0.92,0.9,20206
heur060_n_300_m_12405,100,100.0,0.95,0.7,20340
heur060_n_300_m_12405,100,100.0,0.95,0.9,20578
heur060_n_300_m_12405,100,1000.0,0.92,0.7,20720
heur060_n_300_m_12405,100,1000.0,0.92,0.9,20521
heur060_n_300_m_12405,100,1000.0,0.95,0.7,20646
heur060_n_300_m_12405,100,1000.0,0.95,0.9,20095
heur060_n_300_m_12405,100,10000.0,0.92,0.7,20855
heur060_n_300_m_12405,100,10000.0,0.92,0.9,20906
heur060_n_300_m_12405,100,10000.0,0.95,0.7,20865
heur060_n_300_m_12405,100,10000.0,0.95,0.9,20838
