name,epochs,temperature,alpha,gamma,objective
heur047_n_300_m_20096,100,10000.0,0.92,0.7,25911
heur047_n_300_m_20096,100,10000.0,0.92,0.9,25767
heur047_n_300_m_20096,100,10000.0,0.95,0.7,25911
heur047_n_300_m_20096,100,10000.0,0.95,0.9,25911
heur048_n_300_m_14666,100,100.0,0.92,0.7,33236
heur048_n_300_m_14666,100,100.0,0.92,0.9,33236
heur048_n_300_m_14666,100,100.0,0.95,0.7,33194
heur048_n_300_m_14666,100,100.0,0.95,0.9,33233
heur048_n_300_m_14666,100,1000.0,0.92,0.7,33235
heur048_n_300_m_14666,100,1000.0,0.92,0.9,33236
heur048_n_300_m_14666,100,1000.0,0.95,0.7,33236
heur048_n_300_m_14666,100,1000.0,0.95,0.9,33226
heur048_n_300_m_14666,100,10000.0,0.92,0.7,33226
heur048_n_300_m_14666,100,10000.0,0.92,0.9,33232
heur048_n_300_m_14666,100,10000.0,0.95,0.7,33196
heur048_n_300_m_14666,100,10000.0,0.95,0.9,33236
heur052_n_300_m_26628,100,100.0,0.92,0.7,44591
heur052_n_300_m_26628,100,100.0,0.92,0.9,43095
heur052_n_300_m_26628,100,100.0,0.95,0.7,43016
heur052_n_300_m_26628,100,100.0,0.95,0.9,42653
heur052_n_300_m_26628,100,1000.0,0.92,0.7,43177
heur052_n_300_m_26628,100,1000.0,0.92,0.9,42552
heur052_n_300_m_26628,100,1000.0,0.95,0.7,42592
heur052_n_300_m_26628,100,1000.0,0.95,0.9,38573
heur052_n_300_m_26628,100,10000.0,0.92,0.7,38530
heur052_n_300_m_26628,100,10000.0,0.92,0.9,38567
heur052_n_300_m_26628,100,10000.0,0.95,0.7,38552
heur052_n_300_m_26628,100,10000.0,0.95,0.9,38556
heur053_n_300_m_39861,100,100.0,0.92,0.7,11290
heur053_n_300_m_39861,100,100.0,0.92,0.9,11786
heur053_n_300_m_39861,100,100.0,0.95,0.7,11964
heur053_n_300_m_39861,100,100.0,0.95,0.9,12167
heur053_n_300_m_39861,100,1000.0,0.92,0.7,11291
heur053_n_300_m_39861,100,1000.0,0.92,0.9,13526
heur053_n_300_m_39861,100,1000.0,0.95,0.7,11289
heur053_n_300_m_39861,100,1000.0,0.95,0.9,11276
heur053_n_300_m_39861,100,10000.0,0.92,0.7,11282
heur053_n_300_m_39861,100,10000.0,0.92,0.9,11270
heur053_n_300_m_39861,100,10000.0,0.95,0.7,11280
heur053_n_300_m_39861,100,10000.0,0.95,0.9,11278
heur054_n_300_m_2746,100,100.0,0.92,0.7,1627
heur054_n_300_m_2746,100,100.0,0.92,0.9,1627
heur054_n_300_m_2746,100,100.0,0.95,0.7,1627
heur054_n_300_m_2746,100,100.0,0.95,0.9,1627
heur054_n_300_m_2746,100,1000.0,0.92,0.7,1627
heur054_n_300_m_2746,100,1000.0,0.92,0.9,1627
heur054_n_300_m_2746,100,1000.0,0.95,0.7,1627
heur054_n_300_m_2746,100,1000.0,0.95,0.9,1627
heur054_n_300_m_2746,100,10000.0,0.92,0.7,1627
heur054_n_300_m_2746,100,10000.0,0.92,0.9,1627
heur054_n_300_m_2746,100,10000.0,0.95,0.7,1627
heur054_n_300_m_2746,100,10000.0,0.95,0.9,1627
heur055_n_300_m_5164,100,100.0,0.92,0.7,4805
heur055_n_300_m_5164,100,100.0,0.92,0.9,5251
heur055_n_300_m_5164,100,100.0,0.95,0.7,5185
heur055_n_300_m_5164,100,100.0,0.95,0.9,4828
heur055_n_300_m_5164,100,1000.0,0.92,0.7,5251
heur055_n_300_m_5164,100,1000.0,0.92,0.9,5251
heur055_n_300_m_5164,100,1000.0,0.95,0.7,5251
heur055_n_300_m_5164,100,1000.0,0.95,0.9,5014
heur055_n_300_m_5164,100,10000.0,0.92,0.7,5251
heur055_n_300_m_5164,100,10000.0,0.92,0.9,5251
heur055_n_300_m_5164,100,10000.0,0.95,0.7,5167
heur055_n_300_m_5164,100,10000.0,0.95,0.9,4961
heur056_n_300_m_12131,100,100.0,0.92,0.7,12703
heur056_n_300_m_12131,100,100.0,0.92,0.9,13001
heur056_n_300_m_12131,100,100.0,0.95,0.7,12832
heur056_n_300_m_12131,100,100.0,0.95,0.9,13275
heur056_n_300_m_12131,100,1000.0,0.92,0.7,13276
heur056_n_300_m_12131,100,1000.0,0.92,0.9,13276
heur056_n_300_m_12131,100,1000.0,0.95,0.7,12901
heur056_n_300_m_12131,100,1000.0,0.95,0.9,12748
heur056_n_300_m_12131,100,10000.0,0.92,0.7,13276
heur056_n_300_m_12131,100,10000.0,0.92,0.9,13276
heur056_n_300_m_12131,100,10000.0,0.95,0.7,13276
heur056_n_300_m_12131,100,10000.0,0.95,0.9,13276
heur057_n_300_m_2109,100,100.0,0.92,0.7,3187
heur057_n_300_m_2109,100,100.0,0.92,0.9,3186
heur057_n_300_m_2109,100,100.0,0.95,0.7,3189
heur057_n_300_m_2109,100,100.0,0.95,0.9,3180
heur057_n_300_m_2109,100,1000.0,0.92,0.7,3189
heur057_n_300_m_2109,100,1000.0,0.92,0.9,3189
heur057_n_300_m_2109,100,1000.0,0.95,0.7,3182
heur057_n_300_m_2109,100,1000.0,0.95,0.9,3189
heur057_n_300_m_2109,100,10000.0,0.92,0.7,3189
heur057_n_300_m_2109,100,10000.0,0.92,0.9,3189
heur057_n_300_m_2109,100,10000.0,0.95,0.7,3187
heur057_n_300_m_2109,100,10000.0,0.95,0.9,3188
heur058_n_300_m_4010,100,100.0,0.92,0.7,6135
heur058_n_300_m_4010,100,100.0,0.92,0.9,6211
heur058_n_300_m_4010,100,100.0,0.95,0.7,6211
heur058_n_300_m_4010,100,100.0,0.95,0.9,6071
heur058_n_300_m_4010,100,1000.0,0.92,0.7,6211
heur058_n_300_m_4010,100,1000.0,0.92,0.9,6049
heur058_n_300_m_4010,100,1000.0,0.95,0.7,6211
heur058_n_300_m_4010,100,1000.0,0.95,0.9,6211
heur058_n_300_m_4010,100,10000.0,0.92,0.7,6199
heur058_n_300_m_4010,100,10000.0,0.92,0.9,6211
heur058_n_300_m_4010,100,10000.0,0.95,0.7,6176
heur058_n_300_m_4010,100,10000.0,0.95,0.9,6121
heur059_n_300_m_7867,100,100.0,0.92,0.7,13063
heur059_n_300_m_7867,100,100.0,0.92,0.9,13227
heur059_n_300_m_7867,100,100.0,0.95,0.7,12987
heur059_n_300_m_7867,100,100.0,0.95,0.9,13115
heur059_n_300_m_7867,100,1000.0,0.92,0.7,13111
heur059_n_300_m_7867,100,1000.0,0.92,0.9,13082
heur059_n_300_m_7867,100,1000.0,0.95,0.7,12909
heur059_n_300_m_7867,100,1000.0,0.95,0.9,13212
heur059_n_300_m_7867,100,10000.0,0.92,0.7,13181
heur059_n_300_m_7867,100,10000.0,0.92,0.9,13227
heur059_n_300_m_7867,100,10000.0,0.95,0.7,12925
heur059_n_300_m_7867,100,10000.0,0.95,0.9,13227
heur060_n_300_m_12405,100,100.0,0.92,0.7,20445
heur060_n_300_m_12405,100,100.0,0.92,0.9,20516
heur060_n_300_m_12405,100,100.0,0.95,0.7,20038
heur060_n_300_m_12405,100,100.0,0.95,0.9,20752
heur060_n_300_m_12405,100,1000.0,0.92,0.7,20487
heur060_n_300_m_12405,100,1000.0,0.92,0.9,20816
heur060_n_300_m_12405,100,1000.0,0.95,0.7,20134
heur060_n_300_m_12405,100,1000.0,0.95,0.9,20414
heur060_n_300_m_12405,100,10000.0,0.92,0.7,20812
heur060_n_300_m_12405,100,10000.0,0.92,0.9,20816
heur060_n_300_m_12405,100,10000.0,0.95,0.7,20374
heur060_n_300_m_12405,100,10000.0,0.95,0.9,20729
