name,epochs,temperature,alpha,gamma,objective
heur043_n_300_m_12914,100,10000.0,0.95,0.9,17784
heur044_n_300_m_3234,100,100.0,0.92,0.7,3839
heur044_n_300_m_3234,100,100.0,0.92,0.9,3944
heur044_n_300_m_3234,100,100.0,0.95,0.7,3921
heur044_n_300_m_3234,100,100.0,0.95,0.9,3653
heur044_n_300_m_3234,100,1000.0,0.92,0.7,3697
heur044_n_300_m_3234,100,1000.0,0.92,0.9,3954
heur044_n_300_m_3234,100,1000.0,0.95,0.7,3954
heur044_n_300_m_3234,100,1000.0,0.95,0.9,3905
heur044_n_300_m_3234,100,10000.0,0.92,0.7,3954
heur044_n_300_m_3234,100,10000.0,0.92,0.9,3954
heur044_n_300_m_3234,100,10000.0,0.95,0.7,3954
heur044_n_300_m_3234,100,10000.0,0.95,0.9,3954
heur045_n_300_m_6293,100,100.0,0.92,0.7,9384
heur045_n_300_m_6293,100,100.0,0.92,0.9,9411
heur045_n_300_m_6293,100,100.0,0.95,0.7,9447
heur045_n_300_m_6293,100,100.0,0.95,0.9,9404
heur045_n_300_m_6293,100,1000.0,0.92,0.7,9536
heur045_n_300_m_6293,100,1000.0,0.92,0.9,9362
heur045_n_300_m_6293,100,1000.0,0.95,0.7,9536
heur045_n_300_m_6293,100,1000.0,0.95,0.9,9536
heur045_n_300_m_6293,100,10000.0,0.92,0.7,9536
heur045_n_300_m_6293,100,10000.0,0.92,0.9,9536
heur045_n_300_m_6293,100,10000.0,0.95,0.7,9536
heur045_n_300_m_6293,100,10000.0,0.95,0.9,9536
heur046_n_300_m_13150,100,100.0,0.92,0.7,20384
heur046_n_300_m_13150,100,100.0,0.92,0.9,20384
heur046_n_300_m_13150,100,100.0,0.95,0.7,20384
heur046_n_300_m_13150,100,100.0,0.95,0.9,20381
heur046_n_300_m_13150,100,1000.0,0.92,0.7,20384
heur046_n_300_m_13150,100,1000.0,0.92,0.9,20384
heur046_n_300_m_13150,100,1000.0,0.95,0.7,20384
heur046_n_300_m_13150,100,1000.0,0.95,0.9,20384
heur046_n_300_m_13150,100,10000.0,0.92,0.7,20382
heur046_n_300_m_13150,100,10000.0,0.92,0.9,20384
heur046_n_300_m_13150,100,10000.0,0.95,0.7,20384
heur046_n_300_m_13150,100,10000.0,0.95,0.9,20384
heur047_n_300_m_20096,100,100.0,0.92,0.7,25211
heur047_n_300_m_20096,100,100.0,0.92,0.9,26131
heur047_n_300_m_20096,100,100.0,0.95,0.7,26094
heur047_n_300_m_20096,100,100.0,0.95,0.9,25169
heur047_n_300_m_20096,100,1000.0,0.92,0.7,26131
heur047_n_300_m_20096,100,1000.0,0.92,0.9,26131
heur047_n_300_m_20096,100,1000.0,0.95,0.7,26069
heur047_n_300_m_20096,100,1000.0,0.95,0.9,26120
heur047_n_300_m_20096,100,10000.0,0.92,0.7,24937
heur047_n_300_m_20096,100,10000.0,0.92,0.9,26127
heur047_n_300_m_20096,100,10000.0,0.95,0.7,25273
heur047_n_300_m_20096,100,10000.0,0.95,0.9,26118
heur048_n_300_m_14666,100,100.0,0.92,0.7,32153
heur048_n_300_m_14666,100,100.0,0.92,0.9,32058
heur048_n_300_m_14666,100,100.0,0.95,0.7,32142
heur048_n_300_m_14666,100,100.0,0.95,0.9,31931
heur048_n_300_m_14666,100,1000.0,0.92,0.7,32072
heur048_n_300_m_14666,100,1000.0,0.92,0.9,32153
heur048_n_300_m_14666,100,1000.0,0.95,0.7,32153
heur048_n_300_m_14666,100,1000.0,0.95,0.9,32153
heur048_n_300_m_14666,100,10000.0,0.92,0.7,32153
heur048_n_300_m_14666,100,10000.0,0.92,0.9,32009
heur048_n_300_m_14666,100,10000.0,0.95,0.7,32153
heur048_n_300_m_14666,100,10000.0,0.95,0.9,32153
heur052_n_300_m_26628,100,100.0,0.92,0.7,39304
heur052_n_300_m_26628,100,100.0,0.92,0.9,39116
heur052_n_300_m_26628,100,100.0,0.95,0.7,39151
heur052_n_300_m_26628,100,100.0,0.95,0.9,38933
heur052_n_300_m_26628,100,1000.0,0.92,0.7,40329
heur052_n_300_m_26628,100,1000.0,0.92,0.9,39410
heur052_n_300_m_26628,100,1000.0,0.95,0.7,38566
heur052_n_300_m_26628,100,1000.0,0.95,0.9,40506
heur052_n_300_m_26628,100,10000.0,0.92,0.7,38564
heur052_n_300_m_26628,100,10000.0,0.92,0.9,38568
heur052_n_300_m_26628,100,10000.0,0.95,0.7,38546
heur052_n_300_m_26628,100,10000.0,0.95,0.9,38541
heur053_n_300_m_39861,100,100.0,0.92,0.7,11318
heur053_n_300_m_39861,100,100.0,0.92,0.9,11318
heur053_n_300_m_39861,100,100.0,0.95,0.7,12108
heur053_n_300_m_39861,100,100.0,0.95,0.9,11316
heur053_n_300_m_39861,100,1000.0,0.92,0.7,13555
heur053_n_300_m_39861,100,1000.0,0.92,0.9,13531
heur053_n_300_m_39861,100,1000.0,0.95,0.7,11294
heur053_n_300_m_39861,100,1000.0,0.95,0.9,11312
heur053_n_300_m_39861,100,10000.0,0.92,0.7,11279
heur053_n_300_m_39861,100,10000.0,0.92,0.9,11274
heur053_n_300_m_39861,100,10000.0,0.95,0.7,11286
heur053_n_300_m_39861,100,10000.0,0.95,0.9,11273
heur054_n_300_m_2746,100,100.0,0.92,0.7,1665
heur054_n_300_m_2746,100,100.0,0.92,0.9,1665
heur054_n_300_m_2746,100,100.0,0.95,0.7,1665
heur054_n_300_m_2746,100,100.0,0.95,0.9,1665
heur054_n_300_m_2746,100,1000.0,0.92,0.7,1663
heur054_n_300_m_2746,100,1000.0,0.92,0.9,1664
heur054_n_300_m_2746,100,1000.0,0.95,0.7,1665
heur054_n_300_m_2746,100,1000.0,0.95,0.9,1665
heur054_n_300_m_2746,100,10000.0,0.92,0.7,1664
heur054_n_300_m_2746,100,10000.0,0.92,0.9,1665
heur054_n_300_m_2746,100,10000.0,0.95,0.7,1665
heur054_n_300_m_2746,100,10000.0,0.95,0.9,1664
heur055_n_300_m_5164,100,100.0,0.92,0.7,5201
heur055_n_300_m_5164,100,100.0,0.92,0.9,5200
heur055_n_300_m_5164,100,100.0,0.95,0.7,5435
heur055_n_300_m_5164,100,100.0,0.95,0.9,5221
heur055_n_300_m_5164,100,1000.0,0.92,0.7,5442
heur055_n_300_m_5164,100,1000.0,0.92,0.9,4974
heur055_n_300_m_5164,100,1000.0,0.95,0.7,5414
heur055_n_300_m_5164,100,1000.0,0.95,0.9,5442
heur055_n_300_m_5164,100,10000.0,0.92,0.7,5442
heur055_n_300_m_5164,100,10000.0,0.92,0.9,5314
heur055_n_300_m_5164,100,10000.0,0.95,0.7,5442
heur055_n_300_m_5164,100,10000.0,0.95,0.9,5026
heur056_n_300_m_12131,100,100.0,0.92,0.7,13501
heur056_n_300_m_12131,100,100.0,0.92,0.9,13219
heur056_n_300_m_12131,100,100.0,0.95,0.7,13281
heur056_n_300_m_12131,100,100.0,0.95,0.9,13659
heur056_n_300_m_12131,100,1000.0,0.92,0.7,13415
heur056_n_300_m_12131,100,1000.0,0.92,0.9,13115
heur056_n_300_m_12131,100,1000.0,0.95,0.7,13659
heur056_n_300_m_12131,100,1000.0,0.95,0.9,13659
heur056_n_300_m_12131,100,10000.0,0.92,0.7,13659
heur056_n_300_m_12131,100,10000.0,0.92,0.9,13659
heur056_n_300_m_12131,100,10000.0,0.95,0.7,13141
heur056_n_300_m_12131,100,10000.0,0.95,0.9,13659
heur057_n_300_m_2109,100,100.0,0.92,0.7,3163
heur057_n_300_m_2109,100,100.0,0.92,0.9,3163
heur057_n_300_m_2109,100,100.0,0.95,0.7,3163
heur057_n_300_m_2109,100,100.0,0.95,0.9,3163
heur057_n_300_m_2109,100,1000.0,0.92,0.7,3161
heur057_n_300_m_2109,100,1000.0,0.92,0.9,3163
heur057_n_300_m_2109,100,1000.0,0.95,0.7,3163
heur057_n_300_m_2109,100,1000.0,0.95,0.9,3163
heur057_n_300_m_2109,100,10000.0,0.92,0.7,3163
heur057_n_300_m_2109,100,10000.0,0.92,0.9,3163
heur057_n_300_m_2109,100,10000.0,0.95,0.7,3161
heur057_n_300_m_2109,100,10000.0,0.95,0.9,3163
heur058_n_300_m_4010,100,100.0,0.92,0.7,6032
heur058_n_300_m_4010,100,100.0,0.92,0.9,6095
heur058_n_300_m_4010,100,100.0,0.95,0.7,6191
heur058_n_300_m_4010,100,100.0,0.95,0.9,6178
heur058_n_300_m_4010,100,1000.0,0.92,0.7,6038
heur058_n_300_m_4010,100,1000.0,0.92,0.9,6161
heur058_n_300_m_4010,100,1000.0,0.95,0.7,6191
heur058_n_300_m_4010,100,1000.0,0.95,0.9,6191
heur058_n_300_m_4010,100,10000.0,0.92,0.7,6046
heur058_n_300_m_4010,100,10000.0,0.92,0.9,6188
heur058_n_300_m_4010,100,10000.0,0.95,0.7,6191
heur058_n_300_m_4010,100,10000.0,0.95,0.9,6191
heur059_n_300_m_7867,100,100.0,0.92,0.7,13053
heur059_n_300_m_7867,100,100.0,0.92,0.9,13062
heur059_n_300_m_7867,100,100.0,0.95,0.7,12869
heur059_n_300_m_7867,100,100.0,0.95,0.9,12816
heur059_n_300_m_7867,100,1000.0,0.92,0.7,13124
heur059_n_300_m_7867,100,1000.0,0.92,0.9,12991
heur059_n_300_m_7867,100,1000.0,0.95,0.7,13124
heur059_n_300_m_7867,100,1000.0,0.95,0.9,13124
heur059_n_300_m_7867,100,10000.0,0.92,0.7,13097
heur059_n_300_m_7867,100,10000.0,0.92,0.9,13115
heur059_n_300_m_7867,100,10000.0,0.95,0.7,13124
heur059_n_300_m_7867,100,10000.0,0.95,0.9,13085
heur060_n_300_m_12405,100,100.0,0.92,0.7,20572
heur060_n_300_m_12405,100,100.0,0.92,0.9,20851
heur060_n_300_m_12405,100,100.0,0.95,0.7,20767
heur060_n_300_m_12405,100,100.0,0.95,0.9,20440
heur060_n_300_m_12405,100,1000.0,0.92,0.7,20794
heur060_n_300_m_12405,100,1000.0,0.92,0.9,20683
heur060_n_300_m_12405,100,1000.0,0.95,0.7,20023
heur060_n_300_m_12405,100,1000.0,0.95,0.9,20832
heur060_n_300_m_12405,100,10000.0,0.92,0.7,19986
heur060_n_300_m_12405,100,10000.0,0.92,0.9,20543
heur060_n_300_m_12405,100,10000.0,0.95,0.7,20639
heur060_n_300_m_12405,100,10000.0,0.95,0.9,20148
